1,232.4,-16.9,10,0,1.06,100,1,332.4,0,0,0,0,0,0,0,0,0,0,0,0,1
2,40,42.4,50,-40,1.045,100,1,140,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,23.4,40,0,1.01,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,12.2,24,-6,1.07,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0,17.4,24,-6,1.09,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1
1,128.9,-16.1,200,-140,1.04,100,1,575.88,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,-0.8,50,-17,1.01,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,2
3,40,-1,60,-10,0.985,100,1,140,0,0,0,0,0,0,0,0,0,0,0,0,2
6,0,0.8,25,-8,0.98,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,2
8,450,62.1,200,-140,1.005,100,1,550,0,0,0,0,0,0,0,0,0,0,0,0,2
9,0,2.2,9,-3,0.98,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,2
12,310,128.5,155,-150,1.015,100,1,410,0,0,0,0,0,0,0,0,0,0,0,0,2
