1,3,55,17,0,0,1,1.04,0,0,1,1.06,0.94,1
2,2,3,88,0,0,1,1.01,-1.18,0,1,1.06,0.94,1
3,2,41,21,0,0,1,0.985,-5.97,0,1,1.06,0.94,1
4,1,0,0,0,0,1,0.981,-7.32,0,1,1.06,0.94,1
5,1,13,4,0,0,1,0.976,-8.52,0,1,1.06,0.94,1
6,2,75,2,0,0,1,0.98,-8.65,0,1,1.06,0.94,1
7,1,0,0,0,0,1,0.984,-7.58,0,1,1.06,0.94,1
8,2,150,22,0,0,1,1.005,-4.45,0,1,1.06,0.94,1
9,2,121,26,0,0,1,0.98,-9.56,0,1,1.06,0.94,1
10,1,5,2,0,0,1,0.986,-11.43,0,1,1.06,0.94,1
11,1,0,0,0,0,1,0.974,-10.17,0,1,1.06,0.94,1
12,2,377,24,0,0,1,1.015,-10.46,0,1,1.06,0.94,1
13,1,18,2.3,0,0,1,0.979,-9.79,0,1,1.06,0.94,1
14,1,10.5,5.3,0,0,1,0.97,-9.33,0,1,1.06,0.94,1
15,1,22,5,0,0,1,0.988,-7.18,0,1,1.06,0.94,1
16,1,43,3,0,0,1,1.013,-8.85,0,1,1.06,0.94,1
17,1,42,8,0,0,1,1.017,-5.39,0,1,1.06,0.94,1
18,1,27.2,9.8,0,10,1,1.001,-11.71,0,1,1.06,0.94,1
19,1,3.3,0.6,0,0,1,0.97,-13.2,0,1,1.06,0.94,1
20,1,2.3,1,0,0,1,0.964,-13.41,0,1,1.06,0.94,1
21,1,0,0,0,0,1,1.008,-12.89,0,1,1.06,0.94,1
22,1,0,0,0,0,1,1.01,-12.84,0,1,1.06,0.94,1
23,1,6.3,2.1,0,0,1,1.008,-12.91,0,1,1.06,0.94,1
24,1,0,0,0,0,1,0.999,-13.25,0,1,1.06,0.94,1
25,1,6.3,3.2,0,5.9,1,0.982,-18.13,0,1,1.06,0.94,1
26,1,0,0,0,0,1,0.959,-12.95,0,1,1.06,0.94,1
27,1,9.3,0.5,0,0,1,0.982,-11.48,0,1,1.06,0.94,1
28,1,4.6,2.3,0,0,1,0.997,-10.45,0,1,1.06,0.94,1
29,1,17,2.6,0,0,1,1.01,-9.75,0,1,1.06,0.94,1
30,1,3.6,1.8,0,0,1,0.962,-18.68,0,1,1.06,0.94,1
31,1,5.8,2.9,0,0,1,0.936,-19.34,0,1,1.06,0.94,1
32,1,1.6,0.8,0,0,1,0.949,-18.46,0,1,1.06,0.94,1
33,1,3.8,1.9,0,0,1,0.947,-18.5,0,1,1.06,0.94,1
34,1,0,0,0,0,1,0.959,-14.1,0,1,1.06,0.94,1
35,1,6,3,0,0,1,0.966,-13.86,0,1,1.06,0.94,1
36,1,0,0,0,0,1,0.976,-13.59,0,1,1.06,0.94,1
37,1,0,0,0,0,1,0.985,-13.41,0,1,1.06,0.94,1
38,1,14,7,0,0,1,1.013,-12.71,0,1,1.06,0.94,1
39,1,0,0,0,0,1,0.983,-13.46,0,1,1.06,0.94,1
40,1,0,0,0,0,1,0.973,-13.62,0,1,1.06,0.94,1
41,1,6.3,3,0,0,1,0.996,-14.05,0,1,1.06,0.94,1
42,1,7.1,4.4,0,0,1,0.966,-15.5,0,1,1.06,0.94,1
43,1,2,1,0,0,1,1.01,-11.33,0,1,1.06,0.94,1
44,1,12,1.8,0,0,1,1.017,-11.86,0,1,1.06,0.94,1
45,1,0,0,0,0,1,1.036,-9.25,0,1,1.06,0.94,1
46,1,0,0,0,0,1,1.05,-11.89,0,1,1.06,0.94,1
47,1,29.7,11.6,0,0,1,1.033,-12.49,0,1,1.06,0.94,1
48,1,0,0,0,0,1,1.027,-12.59,0,1,1.06,0.94,1
49,1,18,8.5,0,0,1,1.036,-12.92,0,1,1.06,0.94,1
